title,artist,year,chart_position,weeks_on_chart,decade,top10
endless summer nights,richard marx,1988,31,1,1980s,0.0
foolish beat,debbie gibson,1988,32,1,1980s,0.0
where do broken hearts go,whitney houston,1988,33,1,1980s,0.0
angel,aerosmith,1988,34,1,1980s,0.0
the way you make me feel,michael jackson,1988,36,1,1980s,0.0
make me lose control,eric carmen,1988,38,1,1980s,0.0
red red wine,ub40,1988,39,1,1980s,0.0
bad medicine,bon jovi,1988,41,1,1980s,0.0
i dont wanna go on with you like that,elton john,1988,43,1,1980s,0.0
together forever,rick astley,1988,44,1,1980s,0.0
monkey,george michael,1988,45,1,1980s,0.0
devil inside,inxs,1988,46,1,1980s,0.0
shouldve known better,richard marx,1988,47,1,1980s,0.0
i dont wanna live without your love,chicago,1988,48,1,1980s,0.0
the locomotion,kylie minogue,1988,49,1,1980s,0.0
what have i done to deserve this,pet shop boys & dusty springfield,1988,50,1,1980s,0.0
make it real,the jets,1988,51,1,1980s,0.0
whats on your mind,information society,1988,52,1,1980s,0.0
tell it to my heart,taylor dayne,1988,53,1,1980s,0.0
out of the blue,debbie gibson,1988,54,1,1980s,0.0
dont you want me,jody watley,1988,55,1,1980s,0.0
desire,u2,1988,56,1,1980s,0.0
i get weak,belinda carlisle,1988,57,1,1980s,0.0
sign your name,terence trent d'arby,1988,58,1,1980s,0.0
i want to be your man,roger,1988,59,1,1980s,0.0
girlfriend,pebbles,1988,60,1,1980s,0.0
dirty diana,michael jackson,1988,61,1,1980s,0.0
mercedes boy,pebbles,1988,63,1,1980s,0.0
perfect world,huey lewis & the news,1988,64,1,1980s,0.0
new sensation,inxs,1988,65,1,1980s,0.0
catch me,pretty poison,1988,66,1,1980s,0.0
if it isnt love,new edition,1988,67,1,1980s,0.0
rocket 2 u,the jets,1988,68,1,1980s,0.0
one good woman,peter cetera,1988,69,1,1980s,0.0
dont be cruel,cheap trick,1988,70,1,1980s,0.0
candle in the wind,elton john,1988,71,1,1980s,0.0
say you will,foreigner,1988,73,1,1980s,0.0
i want her,keith sweat,1988,74,1,1980s,0.0
pink cadillac,natalie cole,1988,75,1,1980s,0.0
fast car,tracy chapman,1988,76,1,1980s,0.0
electric blue,icehouse,1988,77,1,1980s,0.0
the valley road,bruce hornsby & the range,1988,78,1,1980s,0.0
dont be cruel,bobby brown,1988,79,1,1980s,0.0
piano in the dark,brenda russell featuring joe esposito,1988,81,1,1980s,0.0
when its love,van halen,1988,82,1,1980s,0.0
dont shed a tear,paul carrack,1988,83,1,1980s,0.0
well be together,sting,1988,84,1,1980s,0.0
i hate myself for loving you,joan jett & the blackhearts,1988,85,1,1980s,0.0
i dont want to live without you,foreigner,1988,86,1,1980s,0.0
nite and day,al b. sure!,1988,87,1,1980s,0.0
dont you know what the night can do,steve winwood,1988,88,1,1980s,0.0
one moment in time,whitney houston,1988,89,1,1980s,0.0
cant stay away from you,gloria estefan & miami sound machine,1988,90,1,1980s,0.0
kissing a fool,george michael,1988,91,1,1980s,0.0
i still believe,brenda k. starr,1988,93,1,1980s,0.0
i found someone,cher,1988,94,1,1980s,0.0
never tear us apart,inxs,1988,95,1,1980s,0.0
valerie,steve winwood,1988,96,1,1980s,0.0
just like paradise,david lee roth,1988,97,1,1980s,0.0
nothin but a good time,poison,1988,98,1,1980s,0.0
wait,white lion,1988,99,1,1980s,0.0
prove your love,taylor dayne,1988,100,1,1980s,0.0
look away,chicago,1989,1,1,1980s,1.0
my prerogative,bobby brown,1989,2,1,1980s,1.0
every rose has its thorn,poison,1989,3,1,1980s,1.0
straight up,paula abdul,1989,4,1,1980s,1.0
miss you much,janet jackson,1989,5,1,1980s,1.0
cold hearted,paula abdul,1989,6,1,1980s,1.0
baby i love your wayfreebird medley,will to power,1989,9,1,1980s,1.0
giving you the best that i got,anita baker,1989,10,1,1980s,1.0
right here waiting,richard marx,1989,11,1,1980s,0.0
waiting for a star to fall,boy meets girl,1989,12,1,1980s,0.0
lost in your eyes,debbie gibson,1989,13,1,1980s,0.0
dont wanna lose you,gloria estefan,1989,14,1,1980s,0.0
heaven,warrant,1989,15,1,1980s,0.0
girl im gonna miss you,milli vanilli,1989,16,1,1980s,0.0
the look,roxette,1989,17,1,1980s,0.0
two hearts,phil collins,1989,20,1,1980s,0.0
blame it on the rain,milli vanilli,1989,21,1,1980s,0.0
listen to your heart,roxette,1989,22,1,1980s,0.0
ill be there for you,bon jovi,1989,23,1,1980s,0.0
if you dont know me by now,simply red,1989,24,1,1980s,0.0
like a prayer,madonna,1989,25,1,1980s,0.0
ill be loving you,new kids on the block,1989,26,1,1980s,0.0
how can i fall,breathe,1989,27,1,1980s,0.0
baby dont forget my number,milli vanilli,1989,28,1,1980s,0.0
toy soldiers,martika,1989,29,1,1980s,0.0
forever your girl,paula abdul,1989,30,1,1980s,0.0
the living years,mike + the mechanics,1989,31,1,1980s,0.0
wild thing,tone-loc,1989,33,1,1980s,0.0
when i see you smile,bad english,1989,34,1,1980s,0.0
if i could turn back time,cher,1989,35,1,1980s,0.0
buffalo stance,neneh cherry,1989,36,1,1980s,0.0
when im with you,sheriff,1989,37,1,1980s,0.0
dont rush me,taylor dayne,1989,38,1,1980s,0.0
born to be my baby,bon jovi,1989,39,1,1980s,0.0
good thing,fine young cannibals,1989,40,1,1980s,0.0
the lover in me,sheena easton,1989,41,1,1980s,0.0
bust a move,young m.c.,1989,42,1,1980s,0.0
real love,jody watley,1989,46,1,1980s,0.0
every little step,bobby brown,1989,48,1,1980s,0.0
hangin tough,new kids on the block,1989,49,1,1980s,0.0
my heart cant tell you no,rod stewart,1989,50,1,1980s,0.0
you got it,new kids on the block,1989,52,1,1980s,0.0
armageddon it,def leppard,1989,53,1,1980s,0.0
satisfied,richard marx,1989,54,1,1980s,0.0
express yourself,madonna,1989,55,1,1980s,0.0
i like it,dino,1989,56,1,1980s,0.0
soldier of love,donny osmond,1989,57,1,1980s,0.0
sowing the seeds of love,tears for fears,1989,58,1,1980s,0.0
cherish,madonna,1989,59,1,1980s,0.0
when the children cry,white lion,1989,60,1,1980s,0.0
18 and life,skid row,1989,61,1,1980s,0.0
i dont want your love,duran duran,1989,62,1,1980s,0.0
second chance,thirty eight special,1989,63,1,1980s,0.0
the way you love me,karyn white,1989,64,1,1980s,0.0
funky cold medina,tone-loc,1989,65,1,1980s,0.0
miss you like crazy,natalie cole,1989,67,1,1980s,0.0
love song,the cure,1989,68,1,1980s,0.0
secret rendezvous,karyn white,1989,69,1,1980s,0.0
angel eyes,the jeff healey band,1989,70,1,1980s,0.0
patience,guns n' roses,1989,71,1,1980s,0.0
walk on water,eddie money,1989,72,1,1980s,0.0
cover girl,new kids on the block,1989,73,1,1980s,0.0
welcome to the jungle,guns n' roses,1989,74,1,1980s,0.0
shower me with your love,surface,1989,75,1,1980s,0.0
stand,r.e.m.,1989,76,1,1980s,0.0
close my eyes forever,lita ford (duet,1989,77,1,1980s,0.0
all this time,tiffany,1989,78,1,1980s,0.0
roni,bobby brown,1989,80,1,1980s,0.0
love in an elevator,aerosmith,1989,81,1,1980s,0.0
lay your hands on me,bon jovi,1989,82,1,1980s,0.0
the promise,when in rome,1989,83,1,1980s,0.0
what i am,edie brickell & new bohemians,1989,84,1,1980s,0.0
i remember holding you,boys club,1989,85,1,1980s,0.0
paradise city,guns n' roses,1989,86,1,1980s,0.0
i wanna have some fun,samantha fox,1989,87,1,1980s,0.0
she wants to dance with me,rick astley,1989,88,1,1980s,0.0
dreamin,vanessa williams,1989,89,1,1980s,0.0
its no crime,babyface,1989,90,1,1980s,0.0
poison,alice cooper,1989,91,1,1980s,0.0
this time i know its for real,donna summer,1989,92,1,1980s,0.0
smooth criminal,michael jackson,1989,93,1,1980s,0.0
rock witcha,bobby brown,1989,95,1,1980s,0.0
what you dont know,expose,1989,97,1,1980s,0.0
the end of the innocence,don henley,1989,99,1,1980s,0.0
keep on movin,soul ii soul featuring caron wheeler,1989,100,1,1980s,0.0
hold on,wilson phillips,1990,1,1,1990s,1.0
nothing compares 2 u,sinead o'connor,1990,3,1,1990s,1.0
poison,bell biv devoe,1990,4,1,1990s,1.0
vogue,madonna,1990,5,1,1990s,1.0
vision of love,mariah carey,1990,6,1,1990s,1.0
another day in paradise,phil collins,1990,7,1,1990s,1.0
hold on,en vogue,1990,8,1,1990s,1.0
do me,bell biv devoe,1990,11,1,1990s,0.0
how am i supposed to live without you,michael bolton,1990,12,1,1990s,0.0
opposites attract,paula abdul,1990,14,1,1990s,0.0
escapade,janet jackson,1990,15,1,1990s,0.0
all i wanna do is make love to you,heart,1990,16,1,1990s,0.0
close to you,maxi priest,1990,17,1,1990s,0.0
black velvet,alannah myles,1990,18,1,1990s,0.0
release me,wilson phillips,1990,19,1,1990s,0.0
dont know much,linda ronstadt,1990,20,1,1990s,0.0
all around the world,lisa stansfield,1990,21,1,1990s,0.0
i wanna be rich,calloway,1990,22,1,1990s,0.0
rub you the right way,johnny gill,1990,23,1,1990s,0.0
she aint worth it,glenn medeiros featuring bobby brown,1990,24,1,1990s,0.0
if wishes came true,sweet sensation,1990,25,1,1990s,0.0
love and affection,nelson,1990,27,1,1990s,0.0
love will lead you back,taylor dayne,1990,28,1,1990s,0.0
dont wanna fall in love,jane child,1990,29,1,1990s,0.0
two to make it right,seduction,1990,30,1,1990s,0.0
sending all my love,linear,1990,31,1,1990s,0.0
unskinny bop,poison,1990,32,1,1990s,0.0
step by step,new kids on the block,1990,33,1,1990s,0.0
dangerous,roxette,1990,34,1,1990s,0.0
we didnt start the fire,billy joel,1990,35,1,1990s,0.0
i dont have the heart,james ingram,1990,36,1,1990s,0.0
downtown train,rod stewart,1990,37,1,1990s,0.0
rhythm nation,janet jackson,1990,38,1,1990s,0.0
ill be your everything,tommy page,1990,39,1,1990s,0.0
everything,jody watley,1990,41,1,1990s,0.0
back to life,soul ii soul,1990,42,1,1990s,0.0
here and now,luther vandross,1990,43,1,1990s,0.0
alright,janet jackson,1990,44,1,1990s,0.0
ice ice baby,vanilla ice,1990,45,1,1990s,0.0
have you seen her,m.c. hammer,1990,47,1,1990s,0.0
with every beat of my heart,taylor dayne,1990,48,1,1990s,0.0
come back to me,janet jackson,1990,49,1,1990s,0.0
no more lies,michel'le,1990,50,1,1990s,0.0
praying for time,george michael,1990,51,1,1990s,0.0
how can we be lovers,michael bolton,1990,52,1,1990s,0.0
do you remember,phil collins,1990,53,1,1990s,0.0
ready or not,after 7,1990,54,1,1990s,0.0
u cant touch this,m.c. hammer,1990,55,1,1990s,0.0
i wish it would rain down,phil collins,1990,56,1,1990s,0.0
just between you and me,lou gramm,1990,57,1,1990s,0.0
something happened on the way to heaven,phil collins,1990,58,1,1990s,0.0
black cat,janet jackson,1990,59,1,1990s,0.0
cant stop,after 7,1990,60,1,1990s,0.0
janies got a gun,aerosmith,1990,61,1,1990s,0.0
the humpty dance,digital underground,1990,62,1,1990s,0.0
ill be your shelter,taylor dayne,1990,63,1,1990s,0.0
free fallin,tom petty,1990,64,1,1990s,0.0
giving you the benefit,pebbles,1990,65,1,1990s,0.0
enjoy the silence,depeche mode,1990,66,1,1990s,0.0
love song,tesla,1990,67,1,1990s,0.0
price of love,bad english,1990,68,1,1990s,0.0
girls nite out,tyler collins,1990,69,1,1990s,0.0
what kind of man would i be,chicago,1990,71,1,1990s,0.0
i remember you,skid row,1990,72,1,1990s,0.0
get up,technotronic,1990,73,1,1990s,0.0
here we are,gloria estefan,1990,74,1,1990s,0.0
epic,faith no more,1990,75,1,1990s,0.0
love takes time,mariah carey,1990,76,1,1990s,0.0
just like jesse james,cher,1990,77,1,1990s,0.0
all or nothing,milli vanilli,1990,79,1,1990s,0.0
romeo,dino,1990,80,1,1990s,0.0
everybody everybody,black box,1990,81,1,1990s,0.0
i go to extremes,billy joel,1990,82,1,1990s,0.0
whip appeal,babyface,1990,83,1,1990s,0.0
oh girl,paul young,1990,84,1,1990s,0.0
the way that you love me,paula abdul,1990,86,1,1990s,0.0
we cant go wrong,the cover girls,1990,87,1,1990s,0.0
when im back on my feet again,michael bolton,1990,88,1,1990s,0.0
make you sweat,keith sweat,1990,89,1,1990s,0.0
this ones for the children,new kids on the block,1990,90,1,1990s,0.0
what it takes,aerosmith,1990,91,1,1990s,0.0
forever,kiss,1990,92,1,1990s,0.0
jerk out,the time,1990,93,1,1990s,0.0
just a friend,biz markie,1990,94,1,1990s,0.0
without you,motley crue,1990,96,1,1990s,0.0
swing the mood,jive bunny & the mastermixers,1990,97,1,1990s,0.0
thieves in the temple,prince,1990,98,1,1990s,0.0
mentirosa,mellow man ace,1990,99,1,1990s,0.0
tictactoe,kyper,1990,100,1,1990s,0.0
bad day,daniel powter,1991,1,1,1990s,1.0
temperature,sean paul,1991,2,1,1990s,1.0
promiscuous,nelly furtado featuring timbaland,1991,3,1,1990s,1.0
youre beautiful,james blunt,1991,4,1,1990s,1.0
hips dont lie,shakira featuring wyclef jean,1991,5,1,1990s,1.0
unwritten,natasha bedingfield,1991,6,1,1990s,1.0
crazy,gnarls barkley,1991,7,1,1990s,1.0
ridin,chamillionaire featuring krayzie bone,1991,8,1,1990s,1.0
sexyback,justin timberlake,1991,9,1,1990s,1.0
check on it,beyonce featuring slim thug,1991,10,1,1990s,1.0
be without you,mary j. blige,1991,11,1,1990s,0.0
grillz,"nelly featuring paul wall, ali & gipp",1991,12,1,1990s,0.0
over my head,the fray,1991,13,1,1990s,0.0
me  u,cassie,1991,14,1,1990s,0.0
buttons,the pussycat dolls featuring snoop dogg,1991,15,1,1990s,0.0
run it,chris brown,1991,16,1,1990s,0.0
so sick,ne-yo,1991,17,1,1990s,0.0
its goin down,yung joc,1991,18,1,1990s,0.0
sos,rihanna,1991,19,1,1990s,0.0
i write sins not tragedies,panic! at the disco,1991,20,1,1990s,0.0
move along,the all-american rejects,1991,21,1,1990s,0.0
london bridge,fergie,1991,22,1,1990s,0.0
dani california,red hot chili peppers,1991,23,1,1990s,0.0
snap yo fingers,lil jon featuring e-40 & sean paul of the youngbloodz,1991,24,1,1990s,0.0
lean wit it rock wit it,dem franchize boyz featuring lil peanut & charlay,1991,25,1,1990s,0.0
what hurts the most,rascal flatts,1991,26,1,1990s,0.0
how to save a life,the fray,1991,27,1,1990s,0.0
unfaithful,rihanna,1991,28,1,1990s,0.0
chasing cars,snow patrol,1991,29,1,1990s,0.0
lips of an angel,hinder,1991,30,1,1990s,0.0
everytime we touch,cascada,1991,31,1,1990s,0.0
aint no other man,christina aguilera,1991,32,1,1990s,0.0
dance dance,fall out boy,1991,33,1,1990s,0.0
gold digger,kanye west featuring jamie foxx,1991,34,1,1990s,0.0
money maker,ludacris featuring pharrell,1991,35,1,1990s,0.0
ms new booty,bubba sparxxx featuring ying yang twins & mr. collipark,1991,36,1,1990s,0.0
give it up to me,sean paul featuring keyshia cole,1991,37,1,1990s,0.0
photograph,nickelback,1991,38,1,1990s,0.0
because of you,kelly clarkson,1991,39,1,1990s,0.0
stickwitu,the pussycat dolls,1991,40,1,1990s,0.0
im n luv,t-pain featuring mike jones,1991,41,1,1990s,0.0
my humps,the black eyed peas,1991,42,1,1990s,0.0
whered you go,fort minor featuring holly brook,1991,43,1,1990s,0.0
yo,chris brown,1991,44,1,1990s,0.0
walk away,kelly clarkson,1991,45,1,1990s,0.0
laffy taffy,d4l,1991,46,1,1990s,0.0
what you know,t.i.,1991,47,1,1990s,0.0
dirty little secret,the all-american rejects,1991,48,1,1990s,0.0
savin me,nickelback,1991,49,1,1990s,0.0
dont forget about us,mariah carey,1991,50,1,1990s,0.0
sexy love,ne-yo,1991,51,1,1990s,0.0
u and dat,e-40 featuring t-pain & kandi girl,1991,52,1,1990s,0.0
far away,nickelback,1991,53,1,1990s,0.0
whats left of me,nick lachey,1991,54,1,1990s,0.0
so what,field mob featuring ciara,1991,55,1,1990s,0.0
do it to it,cherish featuring sean paul of the youngbloodz,1991,56,1,1990s,0.0
black horse  the cherry tree,kt tunstall,1991,57,1,1990s,0.0
there it go,juelz santana,1991,58,1,1990s,0.0
shoulder lean,young dro featuring t.i.,1991,59,1,1990s,0.0
unpredictable,jamie foxx featuring ludacris,1991,60,1,1990s,0.0
my love,justin timberlake featuring t.i.,1991,61,1,1990s,0.0
shake that,eminem featuring nate dogg,1991,62,1,1990s,0.0
pullin me back,chingy featuring tyrese,1991,63,1,1990s,0.0
bossy,kelis featuring too $hort,1991,64,1,1990s,0.0
chain hang low,jibbs,1991,65,1,1990s,0.0
smack that,akon featuring eminem,1991,66,1,1990s,0.0
one wish,ray j,1991,67,1,1990s,0.0
sugar were goin down,fall out boy,1991,68,1,1990s,0.0
gimme that,chris brown featuring lil wayne,1991,69,1,1990s,0.0
i know you see it,yung joc featuring brandy 'ms. b.' hambrick,1991,70,1,1990s,0.0
who says you cant go home,bon jovi,1991,71,1,1990s,0.0
too little too late,jojo,1991,72,1,1990s,0.0
touch it,busta rhymes,1991,73,1,1990s,0.0
rompe,daddy yankee,1991,74,1,1990s,0.0
deja vu,beyonce featuring jay z,1991,75,1,1990s,0.0
life is a highway,rascal flatts,1991,76,1,1990s,0.0
call me when youre sober,evanescence,1991,77,1,1990s,0.0
jesus take the wheel,carrie underwood,1991,78,1,1990s,0.0
show stopper,danity kane,1991,79,1,1990s,0.0
get up,ciara featuring chamillionaire,1991,80,1,1990s,0.0
we be burnin,sean paul,1991,81,1,1990s,0.0
hate me,blue october,1991,82,1,1990s,0.0
you and me,lifehouse,1991,83,1,1990s,0.0
beep,the pussycat dolls featuring will.i.am,1991,84,1,1990s,0.0
i think they like me,"dem franchize boyz featuring jermaine dupri, da brat & bow wow",1991,85,1,1990s,0.0
say goodbye,chris brown,1991,86,1,1990s,0.0
waiting on the world to change,john mayer,1991,87,1,1990s,0.0
soul survivor,young jeezy featuring akon,1991,88,1,1990s,0.0
pump it,the black eyed peas,1991,89,1,1990s,0.0
when im gone,eminem,1991,90,1,1990s,0.0
hung up,madonna,1991,91,1,1990s,0.0
stay fly,three 6 mafia featuring young buck & eightball & mjg,1991,92,1,1990s,0.0
love,keyshia cole,1991,93,1,1990s,0.0
when youre mad,ne-yo,1991,94,1,1990s,0.0
why you wanna,t.i.,1991,95,1,1990s,0.0
stupid girls,p!nk,1991,96,1,1990s,0.0
feel good inc,gorillaz,1991,97,1,1990s,0.0
im sprung,t-pain,1991,98,1,1990s,0.0
do i make you proud,taylor hicks,1991,99,1,1990s,0.0
for you i will,teddy geiger,1991,100,1,1990s,0.0
irreplaceable,beyonce,2007,1,1,2000s,1.0
umbrella,rihanna featuring jay-z,2007,2,1,2000s,1.0
the sweet escape,gwen stefani featuring akon,2007,3,1,2000s,1.0
big girls dont cry,fergie,2007,4,1,2000s,1.0
buy u a drank,t-pain featuring yung joc,2007,5,1,2000s,1.0
before he cheats,carrie underwood,2007,6,1,2000s,1.0
hey there delilah,plain white t's,2007,7,1,2000s,1.0
i wanna love you,akon featuring snoop dogg,2007,8,1,2000s,1.0
say it right,nelly furtado,2007,9,1,2000s,1.0
glamorous,fergie featuring ludacris,2007,10,1,2000s,1.0
dont matter,akon,2007,11,1,2000s,0.0
girlfriend,avril lavigne,2007,12,1,2000s,0.0
makes me wonder,maroon 5,2007,13,1,2000s,0.0
party like a rockstar,shop boyz,2007,14,1,2000s,0.0
this is why im hot,mims,2007,16,1,2000s,0.0
its not over,daughtry,2007,17,1,2000s,0.0
the way i are,timbaland featuring keri hilson,2007,18,1,2000s,0.0
fergalicious,fergie,2007,19,1,2000s,0.0
crank that,soulja boy tell'em,2007,20,1,2000s,0.0
give it to me,timbaland featuring nelly furtado & justin timberlake,2007,21,1,2000s,0.0
what goes aroundcomes around,justin timberlake,2007,22,1,2000s,0.0
cupids chokeholdbreakfast in america,gym class heroes featuring patrick stump,2007,23,1,2000s,0.0
home,daughtry,2007,25,1,2000s,0.0
stronger,kanye west,2007,27,1,2000s,0.0
we fly high,jim jones,2007,28,1,2000s,0.0
u  ur hand,p!nk,2007,29,1,2000s,0.0
walk it out,unk,2007,30,1,2000s,0.0
beautiful girls,sean kingston,2007,31,1,2000s,0.0
this aint a scene its an arms race,fall out boy,2007,32,1,2000s,0.0
bartender,t-pain featuring akon,2007,33,1,2000s,0.0
pop lock  drop it,huey,2007,34,1,2000s,0.0
runaway love,ludacris featuring mary j. blige,2007,35,1,2000s,0.0
rockstar,nickelback,2007,36,1,2000s,0.0
thnks fr th mmrs,fall out boy,2007,37,1,2000s,0.0
what ive done,linkin park,2007,38,1,2000s,0.0
summer love,justin timberlake,2007,39,1,2000s,0.0
you,lloyd featuring lil wayne,2007,40,1,2000s,0.0
wait for you,elliott yamin,2007,41,1,2000s,0.0
last night,diddy featuring keyshia cole,2007,42,1,2000s,0.0
make it rain,fat joe featuring lil wayne,2007,43,1,2000s,0.0
make me better,fabolous featuring ne-yo,2007,44,1,2000s,0.0
ice box,omarion,2007,45,1,2000s,0.0
lost without u,robin thicke,2007,48,1,2000s,0.0
im a flirt,r. kelly or bow wow,2007,49,1,2000s,0.0
if everyone cared,nickelback,2007,50,1,2000s,0.0
get it shawty,lloyd,2007,51,1,2000s,0.0
